rank_score,selected_for,file,x1,y1,x2,y2,brighten_ratio,darken_ratio,brighten_mean_delta,darken_mean_delta,brighten_score,darken_score
102.21615818344941,darken,hw5k_3707.jpg,1920,2400,2097,2656,0.042792196327683614,0.8199814618644068,5.413959980010986,124.65666961669922,0.23167523837485218,102.21615818344941
95.70678891963325,darken,hw5k_3707.jpg,1760,2400,2016,2656,0.081756591796875,0.9064788818359375,32.097984313964844,105.58082580566406,2.6242218010593206,95.70678891963325
85.05914194928482,darken,hw5k_3797.jpg,1280,2400,1536,2656,0.073272705078125,0.9182891845703125,33.49083709716797,92.62783813476562,2.4539642294403166,85.05914194928482
83.96967801649589,darken,hw5k_3797.jpg,1280,1920,1536,2176,0.0772247314453125,0.9148712158203125,27.041099548339844,91.7830581665039,2.0882416506065056,83.96967801649589
81.8077039491618,darken,hw5k_3797.jpg,1280,2080,1536,2336,0.0955963134765625,0.8977203369140625,44.06251907348633,91.1282730102539,4.212214385916013,81.8077039491618
80.94609341421165,brighten,hw5k_3707.jpg,320,2240,576,2496,0.786956787109375,0.1984100341796875,102.8596420288086,56.59340286254883,80.94609341421165,11.228698996303137
75.24347197730094,brighten,scut_457.jpg,800,1120,1056,1376,0.514129638671875,0.0828399658203125,146.35116577148438,6.75649356842041,75.24347197730094,0.559707696273108
73.7309595036786,brighten,hw5k_3707.jpg,320,2080,576,2336,0.7097930908203125,0.1395111083984375,103.87669372558594,71.08341979980469,73.7309595036786,9.91692668502219
72.70387283526361,darken,hw5k_3797.jpg,1440,2080,1696,2336,0.1346435546875,0.8559112548828125,49.315086364746094,84.9432373046875,6.639958527870476,72.70387283526361
71.7699224082753,brighten,hw5k_3707.jpg,480,2240,736,2496,0.75042724609375,0.237274169921875,95.63874816894531,56.344913482666016,71.7699224082753,13.369192575919442
69.85296509601176,brighten,hw5k_3707.jpg,1120,2240,1376,2496,0.74993896484375,0.240631103515625,93.14486694335938,52.44276428222656,69.85296509601176,12.619360240641981
69.36906385840848,darken,hw5k_3797.jpg,1280,2240,1536,2496,0.0801544189453125,0.9113006591796875,30.678850173950195,76.12094116210938,2.459045409603277,69.36906385840848
69.26927134743892,brighten,hw5k_3707.jpg,640,2080,896,2336,0.6357879638671875,0.1579437255859375,108.95027160644531,65.7596664428711,69.26927134743892,10.386326711275615
